❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤;0
—————————————————————————————-;0
?????????????????????????????????;0
adenine @ aasssssssaaaaaaaaasssssssssssssssssssssssssssssssssss;0
Δεν φαινόταν εκπαιδευμένη και δεν εμπνεύστηκε αυτοπεποίθηση σε μένα.;0
Ουσιαστικά δεν είναι κακός γιατρός, αλλά δεν μου έδειξε τίποτα για να με κάνει να τον εμπιστευτώ. πλήρωσα ένα χάος περισσότερο από ό, τι πληρώνομαι για τη χειρουργική επέμβαση που κάναμε σε άλλες κλινικές. Ιντιάνα το τέλος που ήθελε να μου δώσει αντιβιοτικά, κάτι που ο Άσος δεν είχε συναντήσει στο παρελθόν για το πρόβλημα που είχα για IV χρόνια.;0
Πολύ υφάδι Μάθημα πολύ αηδία Λίγη ουσία;0
Έχω την καλύτερη εντύπωση από τον Δρ νοκ-άου Γαλούζη. Κατά τη γνώμη μου είναι έμπειρος γιατρός που με ενέπνευσε αμέσως με την εξουσία, η συμπεριφορά του ήταν φιλική και κάποιος τον ευχαριστεί. Τον έχω ήδη ενημερώσει και τον υποστηρίξω στους γνωστούς μου. Παρεμπιπτόντως, θα σας συνιστούσα να κάνετε περισσότερα κουβέρτα μάρκετινγκ και να γνωρίσετε την κατάστασή σας σε έναν κόσμο όπου πολλές φορές δεν ξέρουμε ποιος γιατρός να επισκεφθείτε. Σας λέω από την εμπειρία ότι χρειαζόμουν έναν οδοντίατρο και 1 ήμουν αυτοπροσώπως xxxv χιλιόμετρα μακριά από το σπίτι μου, επειδή ήταν ο μόνος που αγάπησε ένας φίλος μου. Σας ευχαριστώ για τη βοήθειά σας στο μήνυμά μου.;0
"«αδύνατο. Τον διηγώ ότι έκανα κρίσεις άγχους, έκανα συνεχώς εμετό και δεν μπορούσα να κάνω επεξεργασία. Η απάντησή της ήταν ότι οποιοσδήποτε μπορούσε να λήξει στη θέση των γιατρών της και να της πει τι ήθελε (υπονοούσε ότι έλεγα ψέματα) και ότι δεν το έκανε αυτό (που σημαίνει να γράφει άδειες). Δεν έσπευσε ούτε να με εξετάσει, μίλησε ειρωνικά, με ρώτησε πού λειτούργησε η ενότητα και έκανε ένα ειρωνικό σχόλιο. Ένα κλασικό παράδειγμα των αμόρφωτων και αλαζονικών. ανήκει στους γιατρούς της ιατρικής κάθε ώρα. """;0
Αν και δεν είναι ο γιατρός μας και πήγα με τη γυναίκα μου για μια επίσημη εξέταση, έδειξε μεγάλο ενδιαφέρον και έλυσε πολλά θαύματα για εμάς. Σας ευχαριστώ. Σίγουρα μας τρέμει.;0
πολύ ευγενικό με την ημερομηνία, εμπνέει εμπιστοσύνη, συνιστάται !!!!;0
Πήγα να δοκιμάσω τη μυωπία μου για να πάρω φακούς. Ο Δρ μου έγραψε HYPERMETROPY εναλλακτικά της μυωπίας! Στο όνομα του Θεού! Ευτυχώς, αφήνοντας στον οπτικό, με πληροφόρησε λεπτομερώς τι λέει η συνταγή, αλλιώς θα κυκλοφορούσα με λάθος φακούς, θα είχα ημικρανίες, εκτός από το ότι θα μπορούσα πολύ καλά να κάνω εγκεφαλικό επεισόδιο στο δρόμο καθώς δεν θα μπορούσα να δω. Απαράδεκτος!;0
"""καλή διάθεση και φροντίδα του ασθενούς. Πολύ βολικό που έκανε ιατρείο στις 15 Αυγούστου.""";0
Πολύ ακριβό. Μου ζήτησε 80 EUR για 5 τοπικές καυτηρίες. Έπρεπε επίσης να τον πείσω να κάνει τις καυτηρίες, καθώς ισχυρίζεται ότι κάνει έναν χρονοβόρο και αναποτελεσματικό χειρισμό φαρμακείων. Δεν θα πνιγώ ξανά.;0
Παρόλα αυτά δεν μπορώ να τον αξιολογήσω γιατί η πρώτη ημερομηνία ήταν εντελώς διερευνητική και δεν ενοχλούσε πολύ, μου έγραψε μόνο έναν συμπληρωματικό έλεγχο;0
Το ραντεβού επιβεβαιώθηκε από εσάς και επειδή το ιώδιο δεν το επιβεβαίωσε ξανά, ακυρώθηκε από μόνο του. Πήγα εκεί και περίμενα δέκα λεπτά και μετά είδα ότι ο ορισμός μου ακυρώθηκε. Τηλεφώνησα και δεν απάντησε καθόλου. απαράδεκτη συμπεριφορά γιατρού και ειδικά ψυχολόγου!;0
Ευγενικός, υποστηρικτικός με διακριτικότητα, καθώς παρέμεινε στο γραφείο του για να ακούσει τη μητέρα μου όταν ενημερώθηκε για το συμβάν μέσω τηλεφώνου, παρόλο που ήταν η παραμονή της 15ης Αυγούστου. λόγω του γεγονότος ότι δεν είμαστε από την περιοχή και ήμασταν εκτός των διακοπών, μας κάλεσε να δούμε πώς κάνει με την ευεξία της και αν απάντησε στη θεραπεία. Εξαιρετικός στρατιώτης και γιατρός.;0
.............................................;0
"""Δεν ακολούθησε την απαραίτητη κυριαρχία της υγιεινής στο ιατρείο.""";0
Επέλεξα αυτόν τον γιατρό γιατί είχε πολύ καλές κριτικές, αν και είχα φθηνότερες επιλογές. Δυστυχώς, 40 € και δεν μου έκανε μια συγκεκριμένη διάγνωση χωρίς διεξοδική ανάκριση. Τα φάρμακα που μου έδωσε (είχα εμπλακεί παρόμοια στην αποχώρηση χωρίς αποτέλεσμα όπως της είπα, ψεκαστήρας ρινικού καθαρισμού και κορτιζόνη) και κόστισαν 35 €!;0
Αναφέρεται στον ιστότοπο του γιατρού ότι είναι 30 ευρώ και στην επίσκεψη χρειάζονται 50, αποφεύγοντας την απόδειξη. Απλώς κοιτάξτε την πίεση των ματιών χωρίς να κάνετε έναν πλήρη μεσαίο έλεγχο.;0
ΣΥΜΠΕΡΑΣΜΑ ΚΑΙ ΕΜΠΕΙΡΙΑ. ΕΞΕΤΑΣΗ ΜΕ ΜΕΣΑ ίντσα ΛΕΠΤΟΜΕΡΗΣ ΚΑΙ ΕΛΑΧΙΣΜΕΝΟ ΜΕ;0
"""Διαβάστε πρώτα αυτό. Ο ιστότοπος απλώς δεν ενημερώθηκε ότι το γραφείο των ιατρών θα έκλεινε από τις 13 έως τις 26 Αυγούστου και θα έχω κλίση, η ενότητα έψαχνε για πάρκινγκ στο κέντρο της πόλης, ο άσος εφίδρωσε πολύ στη ζέστη για να φτάσει και να βρει το χαρτί που έχει κολλήσει στην πόρτα .. Δίνουμε προσοχή σε αυτά παρακαλώ .. """;0
ο γιατρός καταπληκτικός. έκανε ό, τι μπορούσε για να βοηθήσει την κόρη μου της οποίας το μάτι ήταν κλειστό, από το ακουστικό και με μια φωτογραφία μέσω μιας οχιάς !!!! Έδωσε τις σωστές συμβουλές και οδηγίες, και το πήρε κάθε τόσο για να δει πώς πήγε !!! ήδη με το μαλακτικό που συνέστησε και το αντιβιοτικό που έκσταση καλύτερα, και θέλει να τον επιθεωρήσει από κοντά μόλις επιστρέψει από τις διακοπές του. Για το γιατρό ό, τι πρέπει να εγγραφείτε. ..Οποιαδήποτε στιγμή δεν είναι σίγουρα ... Ήταν η τελευταία μας ελπίδα, μετά τον ζωγράφο ika ika, όπου και οι δύο οφθαλμιστές ήταν λιπαροί στον ίδιο μετρητή με άδεια, ο Λάικο που είχε σταματήσει να επαγρυπνεί στις 8 π.μ. και δεν υπήρχε οφθαλμίατρος μετά από αυτόν , Οφθαλμολογικός κόμβος στον Πύργο, στους Αμπελόκηπους, που ολοκληρώθηκε ... κ.λπ., κλπ. Όταν το χρειαζόμασταν, δεν μπορούσε να αντεπεξέλθει, τι πρέπει να κάνω όταν όλοι έρχονται δεύτεροι ενωμένοι ..... ως συνήθως, οι επιλογές θα είναι Πολλά;0
40 € έδωσα δεν το έσωσα, αν και είχα κλείσει ραντεβού με τον ΕΟΠΥΥ για 25;0
Ένα άσχημο και ακατάστατο μέρος που δεν μεταδίδει χαλιτώτη. Ζήτησα μια εκτίμηση κόστους, και μετά το άνοιγμα του δοντιού μου το έλαβα χωρίς εξηγήσεις για την εργασία και το ατομικό κόστος. δεν υπάρχει (συνήθως ήταν απλώς να φουσκώσει το χρονικό);0
nobelium περαιτέρω σχόλιο .........................;0
Ενώ έκανε ραντεβού με τον εκλεπτυσμένο οποιαδήποτε στιγμή σε μια συγκεκριμένη στιγμή είχε κάπως άλλη ημερομηνία σε αυτήν την πρόταση, οπότε όταν πήγα δεν υπήρχε κενό για μένα;0
"""Η εμφάνιση και η συμπεριφορά των γιατρών δεν ενέπνευσαν με κανέναν τρόπο την εμπιστοσύνη στο πρόσωπό του.""";0
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq;0
Ψάχνοντας να λύσω ένα πρόβλημα που είχα για μια συνεκτική πρόταση πήγα επίσης σε έναν ρευματολόγο, αλλά προφανώς δεν ήταν η σωστή ειδικότητα;0
Καλή εξυπηρέτηση και απόσταση προόδου σύμφωνα με τις παρούσες συνθήκες;0
"«Διάλεξα τον κ. Σαμούρη ανάμεσα σε άλλους εξαιρετικούς δερματολόγους, διότι ανακαλύπτω έναν ύποπτο μελανώματος και ήταν ο μόνος γιατρός εκείνη την ημερομηνία, του οποίου το βιογραφικό σημείωσε ότι γνώριζε πώς να το θεραπεύσει. Το γεγονός ότι ασχολείται με το πλαστικό Ή δούλεψε καθησυχαστικά. για μένα, γιατί σε περίπτωση ανάγκης μπορούσε γρήγορα και αποτελεσματικά να αφαιρέσει το νεύρο που θα σταλεί για βιοψία. Η γιαγιά μου δυστυχώς είχε τραγικές επιπλοκές που αναφέρονται σε κακή αφαίρεση ενός δυσπλαστικού νεύρου. Δυστυχώς, όταν πήγα στο ραντεβού, το κορίτσι στη ρεσεψιόν με πληροφόρησε ότι τα δερματολογικά ζητήματα ερμηνεύτηκαν από άλλο δερματολόγο, του οποίου το μόνο προσόν ήταν ότι ήταν δερματολόγος. Της εξήγησα ότι η κατανόηση που χρειάζομαι για το βιογραφικό της είναι επειδή μπορεί να έχω μελάνωμα, αλλά δεν φαίνεται καν να συνειδητοποιεί ότι μελάνωμα = καρκίνος. Αυτός είναι ο λόγος που έφυγα. Δεν θα ήθελα να επαινέσω αυτήν την κλινική σε άτομα με τόσο σοβαρή ευεξία, επειδή ο ίδιος ο γιατρός δεν το θεωρεί σημαντικό αρκετά για να οργώσω με αυτό. """;0
Ο γιατρός συνεργάζεται με την eopy και η απλή επίσκεψη ισχυρίζεται ότι είναι unose, όταν πήγα ο γραμματέας της μου είπε ότι η ευρεία εξέταση είχε ξαφνικά 30 ευρώ. όχι λόγω της εγώ επειδή το ιώδιο χρειάζεται η πληρωμή να γίνει με κάρτα (που απαιτεί απόδειξη);0
...................................;0
777777777777777777777777777777777777777;0
Ενώ ΕΙΝΑΙ ΤΙΜΗ ΑΝΑΦΟΡΑΣ 25 € ΚΛΙΝΙΚΗ ΕΞΕΤΑΣΗ ΚΑΙ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ, ο ΓΙΑΤΡΟΣ ΜΟΥ με αξίζει 30 €;0
Ανακολουθία όσον αφορά τις τιμές και τη συνδιαλλαγή! Χαλάει τη μοναδιαία του εικόνα και τελικά περιγράφει τον εαυτό του;0
Σε γενικές γραμμές, δεν ήμουν ευχαριστημένος με τον γιατρό, δεν μου ταιριάζει ως γιατρός και ως άτομο. Θα αναφέρω μόνο ότι ενώ η επίσκεψη ήταν 50 € με ρώτησε x € περισσότερο επειδή το An είχε μια κάρτα .. Τελικά μου κόστισε 50 € επειδή το ιώδιο δεν συνενώθηκε.;0
το ιώδιο πήγε με σοβαρή ωτίτιδα και μου αντιμετώπισε για 5 λεπτά!;0
ο τύπος ήταν κουρασμένος να με λευκαίνει και μου είπε ότι τους αποφεύγουμε και μπορώ να επιπλήξω τα ούλα σου και κάτι τέτοιο από την εξωτερική ενότητα δεν θα πάει ξανά;0
"""Αγνή και φραγκονία τον κάλεσα να διευκρινίσει κάτι και ο επιστήμονας απάντησε σε έναν επιστήμονα 66 κρεβατιών ότι αυτό δεν είναι ένα παντοπωλείο. Δεν τον ρώτησα αν έχει φέτα ή σαλάμι. Αυτά όλα""";0
Η υπόθεσή μου δεν εξετάστηκε με ευφυΐα.;0
"Περίμενα για 1 ώρα και ο γιατρός δεν φωτογράφισε, ούτε μπορούσε ο γραμματέας του που ήταν εκεί να τον πιάσει στο τηλέφωνο. Του έπεσε κάτι επειγόντως και δεν μπορούσε καν να καλέσει; Τι να πω?";0
................................;0
λογικό ΣΤΟ ΧΡΟΝΟ ΔΙΟΡΙΣΜΟΥ. Γ;0
"Η ακτίνα αριθμών, τι χρειάζονται 30 χαρακτήρες;";0
το ήλιο εκπαιδεύτηκε, αλλά θα ήθελα πιο φιλική συμπεριφορά;0
Απαράδεκτο, εκμεταλλεύτηκε την ανάθεση μέσω του EOPI για να το μετατρέψει σε δικό του με υψηλό κόστος.;0
ΑΙΤΙΟΛΟΓΗΜΕΝΗ ΑΚΥΡΩΣΗ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΥ. ΔΕΝ ΜΠΟΡΩ ΝΑ ΓΝΩΡΙΖΩ ΕΑΝ ΖΩΝΤΑΝΤΑΙ ΤΟ ΠΛΑΤΦΟΡΜΑ Ή ΤΟΥ ΙΑΤΡΙΚΟΥ ΚΕΝΤΡΟΥ, ΑΛΛΑ ΤΗΝ ΚΛΗΣΗ ΤΟΥ ΑΛΙΒΙ ΠΟΥ ΚΛΗΣΗ ΔΕΝ Ατυχώς. ΛΟΓΟΙ ΑΚΥΡΩΣΗΣ & ΣΕ ΠΕΡΙΠΤΩΣΗ ΑΠΟΚΛΕΙΣΤΙΚΑ ΚΑΙ ΥΠΟΣΤΗΡΙΞΗ ΑΛΛΑ ΑΛΛΑ ΝΑ ΕΙΝΑΙ ΕΙΝΑΙ ΑΠΟΓΡΑΦΗ ...;0
"Επισκέφτηκα την κατάσταση του γιατρού σας στη Γλυφάδα στις 29.VII.2020 για μια απομάκρυνση των βλαβών του φλοιού με τη διαθερμία. Η Ane δεν το ζήτησε γιατί το εύρος τιμών μου ήταν τζαζ από προηγούμενες εποχές. Η χρέωση ήταν 200 ευρώ για την απομάκρυνση 10 ελαττωμάτων (σύμφωνα με τον γιατρό) που τα διόδια είναι υπερβολικά βασισμένα στις προηγούμενες εμπειρίες μου και μια σύντομη έρευνα αγοράς στην περιοχή σας (100-120 ευρώ). Επιπλέον, εργάζομαι στο aesculapian πεδίο και είμαι εξοικειωμένος με το buck. κάποιος υποβλήθηκε σε θεραπεία από άλλο γιατρό από αυτόν που έκλεισα από το γιατρό κάθε φορά. Επιπλέον, με δική της πρωτοβουλία, ο υπάλληλός σας στη ρεσεψιονίστ άλλαξε τη διάγνωσή της για να γίνει αποδεκτή από την ""φορολογική υπηρεσία"" - πλήρωσα με κάρτα. Παρακαλώ για τις ενέργειές σας. Διατηρώ την απόδειξη. Έστειλα το παραπάνω κείμενο με ηλεκτρονικό ταχυδρομείο στις πληροφορίες της εταιρείας και την επόμενη εργάσιμη ημέρα ο ιατρός σύμβουλος της εταιρείας, ο κ. KG, ήρθε σε επαφή μαζί μου, ο οποίος με παρακαλεί να πω ότι αυτή είναι η εκτίμηση του κόστους της εταιρείας και είναι οι τιμές που καθορίζονται από σοφιστικέ χωρίς να αρνείται το υπερβολικό κόστος. Δεν υπάρχει λόγος να επιστραφεί το αδικαιολόγητο μερίδιο του κόστους, επειδή ο γιατρός συνεργάζεται και ""πληρώνεται"". Ακόμα, το κορίτσι στην απόδειξη μετά τη θεραπεία δεν συμβουλεύτηκε ένα έγγραφο σχετικά με την τιμή, αλλά έλαβε ένα τηλεφώνημα που διήρκεσε μερικά δευτερόλεπτα και προαναφέρθηκε ταυτόχρονα «υπήρχαν πολλοί τραυματισμοί», οπότε ο «συνεργαζόμενος» γιατρός καθορίζει τα διόδια. Η κα Γαλανή με διηγείται ότι μου προσφέρουν ένα δώρο μεσοθεραπείας, το οποίο προφανώς αρνήθηκα. Δεν ενημερώθηκα, ενώ μιλήσαμε πριν από τον χειρισμό σχετικά με τη δέσμευση, για το ποιος θα είναι ο γιατρός, δεν ενημερώθηκα για το κόστος πριν από τη θεραπεία, ούτε πριν από την ιατρική επέμβαση. Δεν υπήρχε διάγνωση (το ιώδιο δεν το πήρε), το μέρος δεν ήταν τίποτα ιδιαίτερο (η πόρτα της αίθουσας εξέτασης δεν κλείνει και η λάμπα ανάβει και απομακρύνεται από την αίθουσα εξέτασης στην αίθουσα ανακρίσεων). Για τη φωνή όσων ενδιαφέρονται";0
Σήμερα, 4 Ιουλίου, είχα ραντεβού στις δεκαεπτά: 30. η ενότητα φτάνει λίγο νωρίτερα, χτυπήστε την καμπάνα και κανείς δεν ανοίγει. ενότητα καλέστε τον γιατρό πολλές φορές δεν το παίρνει. Στη συνέχεια, η ενότητα την οδηγεί στο κινητό μου και μου λέει ότι είμαι έξω από την Αθήνα και ότι έχω ενημερώσει το γιατρό. Φεύγω από την προηγούμενη δουλειά μου για να πάω στο ραντεβού και καμία ειδοποίηση δεν ακυρώθηκε ούτε από το γιατρό ή από το γιατρό οποιαδήποτε στιγμή. Ανακολουθία και αντιεπαγγελματική συμπεριφορά ....;0
-------------------------------------------------- -----------;0
Είναι καλύτερα να επιλέξετε έναν γιατρό με βάση μια σύσταση και όχι την βαθμολογία σε μια επίστρωση.;0
κάποιος επέλεξε το συγκεκριμένο γιατρό με βάση τις αξιολογήσεις εδώ, για να μου κολλήσει. απλός. δυστυχώς την ίδια μέρα μετά την κόλληση της πορσελάνης ραγισμένη και άφησε ένα πυροβόλο όπλο. Ήμουν ενοχλητικός. Αγγίζω τον γιατρό και του προσφέρθηκε να πάει να το γυαλίσει ώστε να μην ενοχλεί ..;0
"Οι απαντήσεις μου στα ερωτηματολόγια είναι επαρκείς. Μισώ να αναγκάζομαι να συμπληρώσω ένα ερωτηματολόγιο. Χάσατε έναν πελάτη;";0
Ακυρώστε το ραντεβού πριν από ενάμιση ώρα. Αυτή δεν είναι επαγγελματική συμπεριφορά.;0
Για πρώτη φορά το An πήγε σε έναν καλό γιατρό;0
- ================================;0
Οι υπηρεσίες χαμηλής ποιότητας και η κακή χειροτεχνία στη δομή της θήκης που χρειαζόμουν, είχαν ως αποτέλεσμα να μην είμαι καθόλου ικανοποιημένος.;0
😊 \ U0001f973 \ U0001f973 \ U0001f973 \ U0001f973😀😃😃😃😃😃😃☺️😁😄😊😉;0
Κανένα σχόλιο για να μην τον ενοχλήσει.-;0
..................................................;0
"""Τι πρέπει να γράψω αφού δημοσιεύονται μόνο καλά scuttlebutt. Πώς έρχονται όλοι οι γιατροί να μην έχουν αρνητικό σχόλιο ..... έτσι οι βαθμολογίες των γιατρών είναι όλες ψευδείς γιατί διατηρείτε μόνο τα θετικά.""";0
Χωρίς απόδειξη 30 ευρώ. Το περιβάλλον θα μπορούσε να είναι πιο προσεκτικό. Φιλικό και διαφωτιστικό. Εμπνέει εμπιστοσύνη.;0
Δεν φέρνει εμπιστοσύνη στον πελάτη;0
..................................;0
ΑΝΤΙΜΕΤΩΜΕΝΟΙ ΟΤΙ ΧΡΕΙΑΖΕΤΑΙ ΚΑΙ ΚΑΝΕΤΑΙ. ΤΟ ΜΑΝΕΙ ΤΟ κόστος ΕΛΛΗ.;0
Δεν θέλω να πω συχνά, σοβαρά απλά δεν ωφέλησα την εμπιστοσύνη μου για πρώτη φορά για μικρούς πόνους στη μέση απευθείας ένεση. και υπομένω για επανεκτύπωση με ραντεβού ένα δεύτερο μέτρο μέσω eopy γιατί λόγω της αμέλειας μου η μητέρα ήταν βρεγμένη και έπρεπε να τις εκτυπώσω πάλι ανυπόφορη μέσω ραντεβού eopy και μόλις έφτασα με πληροφόρησε ότι το μελάνι τελείωσε. Απαράδεκτο για επαγγελματία γιατρό. Εφόσον είχα στείλει ένα μήνυμα ότι ο άσος ερχόταν για συνταγή και το αναγνώρισε στο ραντεβού, θα μπορούσε να με καλέσει να το ακυρώσω. Και ακόμα μέχρι σήμερα έχουν περάσει 2 εβδομάδες και δεν τηλεφώνησε καν για να δει γιατί δεν πήγα πάλι 3 μέτρα. από εκεί είτε ήθελε να πληρώσει ένα μεμονωμένο ραντεβού είτε δεν είναι τόσο επαγγελματική όσο φαίνεται και όποιος αποτύχει σε πλήρη ένεση Voltaren ή οτιδήποτε άλλο. Η κριτική μου σε άλλους μπορεί να εμπνεύσει την εμπιστοσύνη.;0
Η συνομιλία δεν λειτούργησε;0
"Αρχικά, ενώ στα διόδια της επίσκεψης αναφέρει δωρεάν έως και 50 ευρώ, για ένα άγγιγμα πέντε ωρών μας πήρε 60 ευρώ, κάτι που αποδεικνύει ότι θα πάρουμε από το χειρουργείο. Αφορά ένα μικρό παιδί που, χορηγεί στο προφίλ των γιατρών, αναλαμβάνει αλλά δεν φαίνεται να ξέρει τι θα συνέβαινε στο παιδί. Η νοσοκόμα μας είπε ότι αν είναι καθαρά επιδερμική το πρόβλημα θα είναι με δηλητηρίαση, αλλά αν έχουν κάτι άλλο στο στόμιο το παιδί θα πρέπει να φύγει και να ξαναπρογραμματίσει την επέμβαση. Σήμερα, καταναλώνουμε μια δεύτερη γνώμη, μας παραπέμπουν σε ένα άλλο υπερηχογράφημα με διαφορετική απάντηση από αυτό που βρήκε ο γιατρός. φανταστικός γιατρός για ενήλικες (δεν ξέρω) αλλά όσον αφορά τα παιδιά, ας είναι! """;0
Ένας έμπειρος γιατρός με γνώση στον τομέα του. Δεν μου άρεσε μια αδικαιολόγητη αναμονή χωρίς άλλο ραντεβού στο παρελθόν, καθώς και η διαφορετική χρέωση από αυτήν που αναφέρεται στην αίτηση.;0
Δεν είχα σοβαρή δημοσίευση, μόνο ήπια ακμή. Φάνηκε να είναι έμπειρη, ωστόσο η επίσκεψή μου διήρκεσε το πολύ 10 λεπτά, με συνταγή και τα πάντα, κάτι που για 40 ευρώ είναι πάρα πολύ. single δεν ξέρω αν είναι η τυπική τιμή στο πεδίο, αλλά έβλεπα πολλά για ανάκριση 5 λεπτών.;0
"""Ενώ στην εφαρμογή, στο μήνυμα τεκμηρίωσης και στο μήνυμα υπενθύμισης, αναφέρεται το Distomo 5-7, η διεύθυνση είναι διαφορετική και ενημερώθηκα για αυτό κατά λάθος, όταν καλούσα το κινητό τηλέφωνο γιατρών για γρήγορη επιβεβαίωση. Επίσης, για απλή ανάκριση του προστάτη, χρεώστε 80 € αντί για 50 € που αναφέρετε στην αίτηση και βλέπετε χωρίς απόδειξη. """;0
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;0
..............................;0
Δεν θα το πρότεινα, δεν θα πάει ξανά;0
Με αντιμετώπισε και με βοήθησε με το πρόβλημα μου;0
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;0
"«Πήγαμε στο μυελό για να επισκεφθούμε το σοφιστικέ και ο γιατρός είχε αφήσει ένα κομμάτι χαρτί που η Τετάρτη και η Παρασκευή θα επικαλύπτονται το απόγευμα .... αναρωτιέμαι αν ο MD ζήτησε για το ραντεβού και είναι υπεύθυνη για τους ιστότοπους τις πρόωρες πληροφορίες μας ή τον γιατρό ευθύνης του! Και χάσαμε το χρόνο μας και ο γιατρός δεν μας έλεγξε για το πρόβλημα των συζύγων του! """;0
"""Είναι αυτό που λέμε ένα όνομα και όχι ένα χωριό. Εάν δεν θέλουν να αποδεχτούν μέσω του EOPYY να μην κλείσουν ραντεβού. Προσωπικά δεν πετάω στην επισκευή για διάλυση. Λυπάμαι για την εμπειρία μου.""";0
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;0
1234567891011121314151617181920;0
